/	-1.3	0.45826	[-2, -1, -1, -1, -2, -1, -1, -2, -1, -1]
/ & lt ;	-1.4	0.4899	[-1, -2, -2, -1, -1, -1, -1, -1, -2, -2]
/ =	-0.9	0.53852	[-1, -1, -1, 0, -1, -2, -1, -1, -1, 0]
/ ^ disamb	-1.0	0.7746	[-2, -1, -2, 1, -1, -1, -1, -1, -1, -1]
/ stopień disamb	-1.4	0.66332	[0, -2, -1, -1, -2, -2, -1, -2, -1, -2]
0 – 8	0.1	1.44568	[2, -1, -2, 0, 2, 0, 2, 0, -2, 0]
0 – |	-1.2	0.4	[-2, -1, -1, -1, -1, -1, -1, -1, -2, -1]
0 ) disamb	1.9	1.04403	[2, 2, 2, 1, 0, 2, 4, 1, 3, 2]
0 - ) disamb	1.4	0.91652	[2, 1, 0, 1, 2, 3, 2, 1, 2, 0]
0 - 3	1.5	0.92195	[2, 1, 0, 2, 2, 3, 2, 1, 2, 0]
0 03	1.9	1.22066	[2, 3, 2, 0, 0, 1, 4, 2, 3, 2]
0 ; ^ )	1.6	0.91652	[0, 1, 3, 1, 2, 1, 2, 1, 2, 3]
0 _ o	-0.3	0.78102	[0, -2, 0, 1, 0, 0, -1, 0, -1, 0]
10q	2.1	1.22066	[1, 3, 1, 2, 1, 4, 3, 4, 1, 1]
1337	2.1	1.13578	[3, 1, 4, 0, 2, 3, 1, 2, 2, 3]
143	3.2	0.74833	[4, 4, 2, 3, 2, 3, 4, 3, 4, 3]
1432	2.6	0.8	[4, 3, 3, 2, 2, 4, 2, 2, 2, 2]
14aa41	2.4	0.91652	[3, 2, 2, 4, 2, 2, 1, 2, 4, 2]
182	-2.9	1.3	[-4, 0, -3, -3, -1, -3, -4, -4, -4, -3]
187	-3.1	1.22066	[-4, 0, -4, -3, -2, -4, -3, -3, -4, -4]
2g2b4g	2.8	0.6	[4, 2, 3, 2, 3, 3, 3, 3, 2, 3]
2g2bt	-0.1	1.57797	[-1, 2, -1, 1, 0, 2, 0, -3, -2, 1]
2qt	2.1	0.83066	[3, 3, 3, 3, 2, 1, 2, 1, 2, 1]
3 ( disamb	-2.2	0.87178	[-4, -3, -2, -3, -2, -1, -1, -2, -2, -2]
3 ) disamb	0.5	1.28452	[-2, 1, -2, 1, 1, 1, 1, 2, 1, 1]
3 - ( disamb	-2.3	0.78102	[-2, -3, -2, -2, -2, -2, -4, -1, -3, -2]
3 - ) disamb	-1.4	1.35647	[-1, -2, 1, 1, -2, -2, -3, -1, -3, -2]
4col	-2.2	1.16619	[-2, -3, -1, -3, -4, -1, -2, -1, -4, -1]
4q	-3.1	1.51327	[-3, -3, -4, -2, -4, -4, -4, 1, -4, -4]
5fs	1.5	1.11803	[1, 2, 1, 1, 2, 3, 2, 3, -1, 1]
8 )	1.9	0.7	[2, 2, 2, 1, 1, 2, 2, 3, 3, 1]
8 - dawny	1.7	0.64031	[1, 2, 0, 2, 2, 2, 2, 2, 2, 2]
8 - o	-0.3	0.78102	[1, -1, 0, 0, 0, -1, 0, -2, 0, 0]
86	-1.6	1.0198	[-1, -1, -1, -1, -1, -4, -1, -2, -1, -3]
8d	2.9	0.53852	[3, 3, 4, 2, 3, 3, 3, 3, 2, 3]
# # # . .	-2.4	0.91652	[-3, -2, -4, -3, -1, -2, -2, -3, -1, -3]
$	-0.2	1.83303	[-2, -1, 0, 0, -1, 1, 4, -3, 1, -1]
i	-0.6	1.0198	[-2, -1, 0, 0, -1, -1, 1, -2, 1, -1]
„ (	-2.2	0.74833	[-2, -1, -2, -2, -2, -2, -4, -3, -2, -2]
& # 39 ; )	2.3	0.78102	[3, 1, 3, 2, 2, 2, 2, 4, 2, 2]
„ - (	-2.4	0.66332	[-2, -1, -2, -3, -2, -3, -3, -3, -2, -3]
„ - )	2.7	0.64031	[2, 1, 3, 3, 3, 3, 3, 3, 3, 3]
(	-1.9	1.13578	[-2, -3, -2, 0, -1, -1, -2, -3, -1, -4]
)	2.0	1.18322	[2, 2, 1, 1, 1, 1, 4, 3, 4, 1]
*	2.5	1.0247	[3, 2, 1, 1, 2, 3, 4, 3, 4, 2]
- # # # . .	-2.5	0.92195	[-3, -2, -3, -2, -4, -3, -1, -3, -1, -3]
- i	-0.5	0.92195	[-1, -1, 0, -1, -1, -1, -1, 0, 2, -1]
- (	-1.5	0.5	[-2, -1, -1, -1, -2, -2, -2, -1, -2, -1]
- )	1.3	0.45826	[1, 1, 1, 1, 2, 1, 2, 1, 2, 1]
- ) )	2.8	1.07703	[3, 4, 4, 1, 2, 2, 4, 2, 4, 2]
- *	1.7	0.64031	[1, 2, 1, 1, 1, 3, 2, 2, 2, 2]
- ,	1.1	0.53852	[1, 1, 1, 0, 1, 1, 1, 1, 2, 2]
- .	-0.9	0.53852	[-1, -1, 0, -1, 0, -1, -1, -1, -2, -1]
- /	-1.2	0.6	[0, -1, -1, -1, -1, -2, -2, -1, -1, -2]
- & lt ;	-1.5	0.5	[-2, -1, -1, -2, -1, -2, -2, -1, -2, -1]
- re	2.3	0.45826	[2, 2, 3, 3, 2, 3, 2, 2, 2, 2]
- re	2.3	0.45826	[2, 2, 3, 3, 2, 3, 2, 2, 2, 2]
- o	0.1	1.3	[2, -1, -2, 0, 1, 1, 2, 0, -1, -1]
- p	1.2	0.4	[1, 2, 1, 1, 1, 1, 2, 1, 1, 1]
- [	-1.6	0.4899	[-1, -2, -1, -2, -2, -1, -2, -1, -2, -2]
-	-0.9	0.3	[-1, -1, -1, -1, -1, -1, -1, 0, -1, -1]
- do	-1.3	0.45826	[-1, -1, -1, -2, -2, -1, -2, -1, -1, -1]
- p	1.5	0.5	[1, 1, 1, 1, 1, 2, 2, 2, 2, 2]
- |	-0.7	0.64031	[-1, -1, 0, 0, 0, -1, -1, -2, 0, -1]
- | |	-2.5	0.67082	[-2, -2, -2, -3, -2, -3, -3, -2, -2, -4]
- þ	0.9	1.04403	[1, -1, 1, 2, 1, -1, 1, 2, 2, 1]
/	-1.4	0.66332	[-1, -1, -1, -1, -1, -1, -3, -2, -2, -1]
3	2.3	1.26886	[4, 1, 1, 1, 2, 2, 4, 3, 4, 1]
& lt ;	-2.1	0.7	[-3, -1, -2, -2, -2, -2, -3, -3, -2, -1]
& gt ; disamb	2.1	1.22066	[3, 1, 1, 1, 1, 2, 4, 3, 4, 1]
? )	1.3	0.64031	[3, 1, 1, 1, 1, 2, 1, 1, 1, 1]
? do	-1.6	0.4899	[-1, -2, -1, -1, -2, -2, -1, -2, -2, -2]
@	-2.5	0.80623	[-1, -3, -3, -2, -1, -3, -3, -3, -3, -3]
re	2.3	1.1	[4, 2, 2, 1, 2, 1, 4, 3, 3, 1]
re	2.3	1.1	[4, 2, 2, 1, 2, 1, 4, 3, 3, 1]
l	-1.7	0.9	[-1, -3, -1, -1, -1, -3, -2, -3, -1, -1]
o	-0.4	1.35647	[2, -1, -2, 0, 1, 0, -3, 0, -1, 0]
p interj	1.0	0.7746	[-1, 1, 1, 1, 1, 1, 2, 1, 2, 1]
s xxx	-1.2	0.9798	[-2, -2, -1, -1, -1, 1, -3, -1, -1, -1]
[	-2.0	0.63246	[-2, -2, -1, -2, -2, -3, -3, -2, -1, -2]
	-1.3	0.45826	[-2, -1, -1, -1, -1, -1, -2, -1, -1, -2]
]	2.2	1.16619	[3, 1, 1, 1, 3, 1, 4, 2, 2, 4]
^ )	2.1	1.13578	[3, 2, 4, 1, 1, 1, 1, 2, 4, 2]
^ *	2.6	0.91652	[2, 1, 2, 3, 4, 4, 3, 2, 3, 2]
^ /	-1.2	0.6	[-2, -1, -2, 0, -1, -1, -1, -1, -2, -1]
^	-1.0	0.44721	[-1, -1, -1, -1, -1, -2, 0, -1, -1, -1]
^ |	-1.0	0.0	[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
do	-2.1	0.83066	[-3, -2, -1, -2, -2, -1, -3, -3, -3, -1]
do )	2.0	1.18322	[2, 1, 1, 1, 1, 2, 3, 4, 4, 1]
o ) disamb	2.1	0.9434	[1, 3, 3, 1, 1, 3, 2, 3, 1, 3]
o / disamb	-1.4	0.4899	[-1, -1, -1, -2, -1, -1, -2, -2, -1, -2]
o	-1.1	0.3	[-1, -1, -1, -2, -1, -1, -1, -1, -1, -1]
o | disamb	-0.6	1.0198	[0, 0, 0, 0, -1, 0, 0, -3, 0, -2]
p interj	1.4	0.8	[3, 1, 0, 2, 1, 1, 2, 2, 1, 1]
{	-1.9	0.83066	[-2, -1, -1, -2, -2, -1, -3, -3, -3, -1]
|	-0.4	1.11355	[-1, -1, 0, -1, -1, -1, 1, -2, 2, 0]
}	2.1	1.22066	[3, 1, 1, 1, 2, 1, 4, 3, 4, 1]
þ	1.1	0.53852	[1, 1, 1, 1, 0, 1, 1, 2, 2, 1]
; )	0.9	1.04403	[2, -1, 1, 1, 1, 1, -1, 2, 2, 1]
; - )	1.0	1.73205	[1, -2, 1, -2, 1, 4, 2, 1, 2, 2]
; - *	2.2	0.74833	[2, 2, 1, 3, 4, 2, 2, 2, 2, 2]
; - ]	0.7	1.67631	[1, -2, 1, -3, 1, 2, 2, 1, 2, 2]
; RE	0.8	1.249	[2, -1, 2, 1, 1, 1, -2, 2, 1, 1]
; RE	0.8	1.249	[2, -1, 2, 1, 1, 1, -2, 2, 1, 1]
; ]	0.6	1.11355	[1, -1, 1, 1, 1, 1, -2, 2, 1, 1]
; ^ )	1.4	0.91652	[2, 2, 1, 2, 1, 2, -1, 1, 2, 2]
< / 3	-3.0	1.0	[-3, -3, -4, -3, -4, -1, -2, -2, -4, -4]
& lt ; 3	1.9	1.13578	[3, 2, 1, 3, 1, 4, 2, 0, 1, 2]
& lt ; disamb	2.1	1.13578	[3, 2, 4, 1, 1, 1, 1, 2, 4, 2]
& lt ; - | disamb	-1.4	0.66332	[-1, -1, -1, -2, -2, -1, -3, -1, -1, -1]
= )	2.2	1.16619	[4, 2, 3, 3, 2, 1, 1, 4, 1, 1]
= - 3	2.0	0.63246	[2, 2, 2, 3, 1, 3, 1, 2, 2, 2]
= - d	2.4	0.91652	[2, 2, 1, 3, 2, 4, 2, 4, 2, 2]
= - d	2.4	0.91652	[2, 2, 1, 3, 2, 4, 2, 4, 2, 2]
= /	-1.4	0.91652	[-1, -1, -1, -1, -1, -2, -1, -1, -4, -1]
= 3	2.1	0.7	[3, 1, 2, 1, 2, 3, 2, 2, 3, 2]
= d	2.3	0.45826	[3, 2, 2, 2, 2, 3, 2, 2, 2, 3]
= dawny .	2.3	0.45826	[3, 2, 2, 2, 2, 3, 2, 2, 2, 3]
= l	-1.2	0.6	[-2, -1, -1, 0, -2, -1, -2, -1, -1, -1]
=	-1.2	0.6	[-2, -1, -1, 0, -2, -1, -2, -1, -1, -1]
= ]	1.6	0.8	[2, 1, 3, 1, 1, 1, 2, 3, 1, 1]
= p	1.3	0.9	[2, 1, 2, 1, 2, -1, 1, 2, 2, 1]
= |	-0.8	0.87178	[-2, -1, -2, 1, 0, -1, 0, -1, -1, -1]
& gt ; - disamb	-2.0	0.89443	[-2, -3, -2, -4, -1, -1, -1, -2, -2, -2]
& gt ; . & lt ;	-1.3	0.45826	[-1, -2, -1, -2, -2, -1, -1, -1, -1, -1]
& gt ; disamb	-2.1	1.13578	[-4, -1, -1, -4, -2, -3, -1, -1, -2, -2]
& gt ; ( disamb	-2.7	0.64031	[-2, -3, -2, -3, -3, -2, -4, -2, -3, -3]
& gt ; ) disamb	0.4	1.42829	[1, 1, 2, 1, -1, -2, 1, 2, -2, 1]
& gt ; - ( disamb	-2.7	0.78102	[-3, -2, -3, -2, -4, -2, -3, -2, -2, -4]
& gt ; - ) disamb	-0.4	1.68523	[1, 2, 1, -2, -2, -1, -1, -3, -1, 2]
& gt ; / disamb	-1.6	0.8	[-1, -2, -1, -3, -1, -1, -1, -1, -2, -3]
> o	-1.2	1.16619	[-3, -1, -2, 0, -2, -2, 0, -1, 1, -2]
& gt ; p disamb	1.0	0.7746	[-1, 1, 1, 2, 1, 2, 1, 1, 1, 1]
& gt ; [ disamb	-2.1	0.53852	[-2, -2, -2, -2, -3, -3, -2, -1, -2, -2]
& gt ; disamb	-1.7	0.64031	[-1, -2, -1, -2, -2, -3, -1, -1, -2, -2]
& gt ; ; (	-2.9	0.7	[-3, -4, -3, -2, -2, -3, -3, -3, -2, -4]
& gt ; ; )	0.1	1.04403	[-1, 1, 0, -1, 2, 0, -1, 1, 1, -1]
& gt ; _ & gt ; ^	2.1	0.9434	[2, 2, 1, 4, 3, 2, 1, 3, 1, 2]
@	-2.1	0.9434	[-3, -2, -3, -1, -2, -4, -1, -2, -1, -2]
@ & gt ; - & gt ; -	2.1	1.22066	[1, 1, 0, 2, 4, 2, 4, 2, 3, 2]
@ } - ; - & # 39 ; - - -	2.2	1.32665	[0, 1, 3, 2, 1, 4, 4, 1, 3, 3]
aas	2.5	0.80623	[2, 3, 3, 4, 1, 2, 3, 2, 2, 3]
aayf	2.7	0.78102	[2, 3, 2, 4, 3, 2, 2, 3, 4, 2]
afu	-2.9	0.83066	[-3, -3, -3, -3, -3, -1, -4, -4, -2, -3]
alol	2.8	0.74833	[2, 2, 2, 3, 3, 2, 3, 4, 4, 3]
ambw	2.9	0.7	[2, 3, 4, 2, 3, 2, 3, 3, 4, 3]
aml	3.4	0.66332	[4, 3, 2, 4, 3, 3, 4, 4, 3, 4]
atab	-1.9	1.22066	[-2, 0, -1, -2, -1, -1, -2, -4, -4, -2]
awol	-1.3	0.78102	[0, -1, -1, -1, -1, -1, -2, -2, -3, -1]
ayc	0.2	0.9798	[0, 1, -1, 1, 0, 1, 0, -1, 2, -1]
ayor	-1.2	0.6	[-1, -1, -2, -2, -1, -1, -1, 0, -2, -1]
sierpień - 00	0.3	1.18743	[2, 0, -2, 0, 0, 1, -1, 2, 1, 0]
bfd	-2.7	0.78102	[-3, -2, -4, -2, -3, -2, -3, -2, -4, -2]
bfe	-2.6	1.35647	[-3, -3, -4, -2, -3, -2, 1, -3, -4, -3]
bff	2.9	0.83066	[3, 3, 4, 2, 4, 2, 2, 3, 4, 2]
bffn	1.0	0.89443	[2, 1, -1, 1, 0, 1, 2, 1, 2, 1]
bl	2.3	1.1	[2, 1, 4, 1, 2, 2, 4, 3, 1, 3]
bsod	-2.2	1.07703	[-1, -4, -3, -3, 0, -2, -3, -2, -2, -2]
btd	-2.1	0.83066	[-1, -2, -3, -3, -3, -1, -3, -2, -1, -2]
btdt	-0.1	1.22066	[0, -1, 0, -1, 0, 3, 1, -1, -1, -1]
BZ	0.4	1.35647	[-1, 0, 0, 0, 4, 1, -1, 1, 0, 0]
były ^ dawny	2.6	0.8	[3, 2, 2, 4, 3, 1, 3, 3, 3, 2]
cwot	-2.3	0.45826	[-3, -2, -2, -2, -2, -3, -2, -3, -2, -2]
re - & # 39 ; disamb	-2.5	0.67082	[-3, -3, -2, -2, -2, -4, -2, -3, -2, -2]
d8	-3.2	0.6	[-3, -3, -3, -3, -4, -4, -2, -3, -3, -4]
re	-2.9	0.83066	[-3, -3, -3, -3, -2, -4, -1, -3, -3, -4]
dawny & lt ;	-3.2	0.9798	[-4, -4, -4, -1, -3, -3, -4, -2, -3, -4]
referendum ;	-2.9	0.83066	[-1, -3, -3, -3, -3, -4, -2, -3, -3, -4]
d =	-3.0	0.89443	[-4, -3, -3, -3, -2, -4, -1, -3, -3, -4]
doa	-2.3	1.00499	[-2, -3, -3, -2, -2, -2, -4, 0, -2, -3]
dx	-3.0	0.63246	[-3, -2, -3, -3, -4, -3, -4, -2, -3, -3]
ez	1.5	0.67082	[3, 2, 2, 1, 1, 1, 2, 1, 1, 1]
ulubić	2.4	0.91652	[3, 1, 3, 2, 2, 3, 1, 2, 3, 4]
fcol	-1.8	0.74833	[-2, -2, -1, -2, -1, -2, -1, -3, -3, -1]
ff	1.8	1.249	[4, 2, 1, 2, 1, 3, 3, 0, 2, 0]
ffs	-2.8	0.9798	[-2, -2, -3, -3, -2, -4, -4, -4, -1, -3]
fkm	-2.4	1.35647	[-4, -1, -4, -2, -2, -3, -1, 0, -3, -4]
foaf	1.8	1.249	[2, 1, 2, 0, 4, 1, 1, 1, 2, 4]
ftw	2.0	0.7746	[2, 1, 1, 2, 2, 2, 3, 3, 1, 3]
fu	-3.7	0.45826	[-3, -4, -4, -3, -3, -4, -4, -4, -4, -4]
fubar	-3.0	1.09545	[-4, -3, -3, -4, -3, -3, -3, -4, 0, -3]
fwb	2.5	1.43178	[2, 3, 4, 0, 1, 2, 4, 1, 4, 4]
fyi	0.8	1.66132	[0, 1, 0, -1, 0, 0, 4, 4, 0, 0]
fysa	0.4	0.91652	[0, 0, 0, 1, 0, 3, 0, 0, 0, 0]
g1	1.4	0.4899	[2, 1, 1, 1, 2, 1, 2, 1, 1, 2]
Gadu-Gadu	1.2	0.74833	[0, 2, 2, 1, 0, 1, 2, 2, 1, 1]
gga	1.7	0.45826	[2, 2, 1, 2, 2, 1, 2, 2, 1, 2]
giga	-0.6	1.11355	[-2, -1, 1, 0, 0, 0, -1, -2, -2, 1]
gj	2.0	1.0	[2, 1, 2, 1, 1, 3, 4, 2, 3, 1]
gl	1.3	0.64031	[1, 1, 1, 1, 3, 1, 1, 2, 1, 1]
gla	2.5	0.92195	[1, 2, 2, 4, 2, 4, 2, 3, 3, 2]
gn	1.2	0.74833	[1, 1, 1, 1, 3, 1, 1, 2, 1, 0]
gr8	2.7	0.78102	[1, 3, 3, 4, 3, 2, 3, 2, 3, 3]
grrr	-0.4	1.42829	[-2, -1, 0, 1, -2, -1, -1, 3, 0, -1]
gt	1.1	0.53852	[1, 1, 1, 1, 1, 1, 2, 1, 0, 2]
godzina & amp ; k	2.3	0.78102	[2, 2, 2, 3, 4, 2, 3, 2, 1, 2]
hagd	2.2	0.87178	[2, 2, 3, 2, 1, 3, 4, 1, 2, 2]
hagn	2.2	0.87178	[2, 2, 3, 2, 1, 3, 4, 1, 2, 2]
Haga	1.2	0.4	[1, 2, 1, 1, 1, 2, 1, 1, 1, 1]
hak	1.9	0.7	[3, 1, 2, 2, 1, 2, 3, 2, 1, 2]
dłoń	2.2	0.87178	[2, 2, 1, 3, 2, 3, 4, 1, 2, 2]
hho1 / 2k	1.4	1.11355	[1, -1, 2, 3, 1, 1, 1, 2, 3, 1]
hhoj	2.0	1.09545	[4, 2, 1, 1, 2, 1, 1, 4, 2, 2]
hhok	0.9	0.9434	[1, 2, 1, 0, -1, 0, 2, 1, 1, 2]
hugz	2.0	0.7746	[2, 3, 1, 3, 1, 3, 1, 2, 2, 2]
hi5	1.9	0.53852	[2, 2, 2, 1, 3, 2, 1, 2, 2, 2]
nwm	-0.4	0.66332	[0, 0, 0, 0, -1, -2, 0, 0, 0, -1]
ijs	0.7	1.84662	[0, -1, 0, -1, 0, 4, 0, 4, -1, 2]
ile	3.4	0.66332	[3, 4, 3, 4, 2, 3, 4, 3, 4, 4]
iluaaf	2.7	1.1	[3, 3, 3, 2, 3, 0, 4, 3, 2, 4]
ily	3.4	0.66332	[3, 4, 3, 4, 2, 3, 4, 3, 4, 4]
ily2	2.6	0.66332	[3, 2, 3, 2, 3, 2, 3, 4, 2, 2]
iou	0.7	1.34536	[0, 0, -1, 2, 0, 0, 0, 4, 1, 1]
iyq	2.3	1.18743	[3, 3, 1, 1, 2, 1, 4, 4, 3, 1]
język / j	2.0	1.34164	[4, 1, 1, 1, 1, 4, 4, 1, 2, 1]
j / kompania	1.6	1.2	[1, 2, 1, 3, 0, 0, 2, 2, 1, 4]
j / punkt	1.4	0.66332	[1, 1, 0, 2, 1, 2, 2, 2, 1, 2]
j / tona	-0.2	1.46969	[1, -1, -1, -2, 1, 1, 2, -2, 1, -2]
j / w	1.0	1.0	[1, 1, 1, 3, 0, 0, 0, 2, 0, 2]
j4f	1.4	0.8	[2, 1, 1, 0, 3, 1, 1, 1, 2, 2]
j4g	1.7	1.18743	[1, 4, 1, 1, 3, 1, 3, 0, 2, 1]
jho	0.8	0.4	[1, 1, 1, 1, 0, 1, 1, 1, 0, 1]
jhomf	1.0	0.63246	[1, 1, 1, 0, 1, 0, 2, 2, 1, 1]
jj	1.0	0.63246	[1, 1, 1, 1, 2, 0, 2, 1, 1, 0]
jk	0.9	1.22066	[1, 0, 0, 1, 0, 0, 2, 1, 4, 0]
jp	0.8	0.74833	[1, 1, 1, 0, 2, 0, 2, 0, 1, 0]
jt	0.9	0.83066	[1, 1, 0, 2, 2, 0, 2, 0, 1, 0]
jak	1.6	1.68523	[3, 0, 0, 0, 0, 0, 3, 4, 2, 4]
jealz	-1.2	0.9798	[-1, -1, -1, 1, -2, -2, -1, -3, -1, -1]
k4y	2.3	1.00499	[2, 1, 1, 2, 4, 2, 3, 4, 2, 2]
kfy	2.3	0.64031	[2, 2, 2, 1, 3, 2, 3, 3, 2, 3]
kia	-3.2	0.6	[-3, -3, -3, -4, -3, -2, -3, -3, -4, -4]
kk	1.5	1.0247	[2, 1, 0, 0, 1, 2, 3, 3, 2, 1]
kmuf	2.2	1.4	[2, 2, 2, 3, 4, 3, -1, 1, 4, 2]
lata	2.0	0.7746	[2, 1, 2, 3, 2, 3, 1, 3, 2, 1]
litr & amp ; r	2.2	0.74833	[3, 2, 2, 3, 1, 3, 1, 3, 2, 2]
laoj	1.3	1.73494	[1, -2, -1, 3, 3, 2, 4, 1, 1, 1]
lmao	2.0	1.18322	[3, 0, 3, 0, 3, 1, 3, 2, 3, 2]
lmbao	1.8	1.77764	[3, 2, 2, 2, 1, 3, -3, 2, 4, 2]
lmfao	2.5	1.28452	[3, 2, 3, 3, 3, -1, 4, 2, 3, 2]
lmso	2.7	0.78102	[3, 3, 4, 3, 3, 1, 3, 3, 2, 2]
lol	2.9	0.83066	[4, 2, 2, 2, 4, 2, 3, 3, 4, 3]
lolz	2.7	0.78102	[2, 3, 3, 2, 2, 4, 4, 3, 2, 2]
lts	1.6	0.66332	[1, 1, 2, 2, 1, 3, 1, 1, 2, 2]
ly	2.6	0.91652	[2, 2, 1, 3, 4, 4, 3, 2, 2, 3]
ly4e	2.7	0.78102	[3, 3, 3, 2, 1, 3, 3, 4, 2, 3]
