fysa	0.4	0.91652	[0, 0, 0, 1, 0, 3, 0, 0, 0, 0]	cy: 0.83984375
g1	1.4	0.4899	[2, 1, 1, 1, 2, 1, 2, 1, 1, 2]	en: 0.7513414025306702
gg	1.2	0.74833	[0, 2, 2, 1, 0, 1, 2, 2, 1, 1]	it: 0.5629922151565552
gga	1.7	0.45826	[2, 2, 1, 2, 2, 1, 2, 2, 1, 2]	id: 0.96875
gigo	-0.6	1.11355	[-2, -1, 1, 0, 0, 0, -1, -2, -2, 1]	en: 0.62109375
gj	2.0	1.0	[2, 1, 2, 1, 1, 3, 4, 2, 3, 1]	no: 0.390625
gl	1.3	0.64031	[1, 1, 1, 1, 3, 1, 1, 2, 1, 1]	gl: 0.2277992218732834
gla	2.5	0.92195	[1, 2, 2, 4, 2, 4, 2, 3, 3, 2]	no: 0.40856030583381653
gn	1.2	0.74833	[1, 1, 1, 1, 3, 1, 1, 2, 1, 0]	en: 0.4555984437465668
gr8	2.7	0.78102	[1, 3, 3, 4, 3, 2, 3, 2, 3, 3]	en: 0.294138103723526
grrr	-0.4	1.42829	[-2, -1, 0, 1, -2, -1, -1, 3, 0, -1]	fr: 0.33984375
gt	1.1	0.53852	[1, 1, 1, 1, 1, 1, 2, 1, 0, 2]	en: 0.51171875
h &amp; k	2.3	0.78102	[2, 2, 2, 3, 4, 2, 3, 2, 1, 2]	en: 1
hagd	2.2	0.87178	[2, 2, 3, 2, 1, 3, 4, 1, 2, 2]	no: 0.8779159188270569
hagn	2.2	0.87178	[2, 2, 3, 2, 1, 3, 4, 1, 2, 2]	en: 1
hago	1.2	0.4	[1, 2, 1, 1, 1, 2, 1, 1, 1, 1]	es: 1
hak	1.9	0.7	[3, 1, 2, 2, 1, 2, 3, 2, 1, 2]	id: 0.3255814015865326
hho1 / 2k	1.4	1.11355	[1, -1, 2, 3, 1, 1, 1, 2, 3, 1]	en: 0.6244604587554932
hhoj	2.0	1.09545	[4, 2, 1, 1, 2, 1, 1, 4, 2, 2]	eo: 0.39168795943260193
hhok	0.9	0.9434	[1, 2, 1, 0, -1, 0, 2, 1, 1, 2]	ceb: 0.5208350419998169
hugz	2.0	0.7746	[2, 3, 1, 3, 1, 3, 1, 2, 2, 2]	en: 1
hi5	1.9	0.53852	[2, 2, 2, 1, 3, 2, 1, 2, 2, 2]	vi: 0.4713728427886963
nwm	-0.4	0.66332	[0, 0, 0, 0, -1, -2, 0, 0, 0, -1]	sl: 0.30078125
ijs	0.7	1.84662	[0, -1, 0, -1, 0, 4, 0, 4, -1, 2]	nl: 0.94921875
ilu	3.4	0.66332	[3, 4, 3, 4, 2, 3, 4, 3, 4, 4]	et: 0.8560311198234558
iluaaf	2.7	1.1	[3, 3, 3, 2, 3, 0, 4, 3, 2, 4]	ta: 0.2744239866733551
ily	3.4	0.66332	[3, 4, 3, 4, 2, 3, 4, 3, 4, 4]	hu: 0.9019607901573181
ily2	2.6	0.66332	[3, 2, 3, 2, 3, 2, 3, 4, 2, 2]	ht: 0.5107688903808594
iou	0.7	1.34536	[0, 0, -1, 2, 0, 0, 0, 4, 1, 1]	el: 1
iyq	2.3	1.18743	[3, 3, 1, 1, 2, 1, 4, 4, 3, 1]	az: 0.46446725726127625
j/j	2.0	1.34164	[4, 1, 1, 1, 1, 4, 4, 1, 2, 1]	fr: 0.7142435312271118
j/k	1.6	1.2	[1, 2, 1, 3, 0, 0, 2, 2, 1, 4]	fr: 0.3211600184440613
j / p	1.4	0.66332	[1, 1, 0, 2, 1, 2, 2, 2, 1, 2]	en: 0.7359714508056641
j / t	-0.2	1.46969	[1, -1, -1, -2, 1, 1, 2, -2, 1, -2]	en: 0.9316169619560242
j / w	1.0	1.0	[1, 1, 1, 3, 0, 0, 0, 2, 0, 2]	en: 0.9112133979797363
j4f	1.4	0.8	[2, 1, 1, 0, 3, 1, 1, 1, 2, 2]	en: 0.8668898344039917
j4g	1.7	1.18743	[1, 4, 1, 1, 3, 1, 3, 0, 2, 1]	hmn: 0.2694281339645386
jho	0.8	0.4	[1, 1, 1, 1, 0, 1, 1, 1, 0, 1]	tl: 0.6771653890609741
jhomf	1.0	0.63246	[1, 1, 1, 0, 1, 0, 2, 2, 1, 1]	hi: 0.9690539836883545
jj	1.0	0.63246	[1, 1, 1, 1, 2, 0, 2, 1, 1, 0]	cs: 0.3488371968269348
jk	0.9	1.22066	[1, 0, 0, 1, 0, 0, 2, 1, 4, 0]	en: 0.640625
jp	0.8	0.74833	[1, 1, 1, 0, 2, 0, 2, 0, 1, 0]	en: 0.4440154433250427
jt	0.9	0.83066	[1, 1, 0, 2, 2, 0, 2, 0, 1, 0]	et: 0.5852712988853455
jealz	-1.2	0.9798	[-1, -1, -1, 1, -2, -2, -1, -3, -1, -1]	en: 0.5447303652763367
k4y	2.3	1.00499	[2, 1, 1, 2, 4, 2, 3, 4, 2, 2]	en: 0.2048855572938919
kfy	2.3	0.64031	[2, 2, 2, 1, 3, 2, 3, 3, 2, 3]	en: 0.2686903178691864
kia	-3.2	0.6	[-3, -3, -3, -4, -3, -2, -3, -3, -4, -4]	vi: 0.5629921555519104
kk	1.5	1.0247	[2, 1, 0, 0, 1, 2, 3, 3, 2, 1]	cs: 0.4440155029296875
kmuf	2.2	1.4	[2, 2, 2, 3, 4, 3, -1, 1, 4, 2]	en: 0.5082645416259766
l	2.0	0.7746	[2, 1, 2, 3, 2, 3, 1, 3, 2, 1]	fr: 0.328125
l &amp; r	2.2	0.74833	[3, 2, 2, 3, 1, 3, 1, 3, 2, 2]	en: 1
laoj	1.3	1.73494	[1, -2, -1, 3, 3, 2, 4, 1, 1, 1]	hmn: 1
lmao	2.0	1.18322	[3, 0, 3, 0, 3, 1, 3, 2, 3, 2]	en: 0.859375
lmbao	1.8	1.77764	[3, 2, 2, 2, 1, 3, -3, 2, 4, 2]	mg: 0.8432976007461548
lmfao	2.5	1.28452	[3, 2, 3, 3, 3, -1, 4, 2, 3, 2]	en: 0.98046875
lmso	2.7	0.78102	[3, 3, 4, 3, 3, 1, 3, 3, 2, 2]	en: 0.9580085873603821
lol	2.9	0.83066	[4, 2, 2, 2, 4, 2, 3, 3, 4, 3]	en: 0.7325581312179565
lolz	2.7	0.78102	[2, 3, 3, 2, 2, 4, 4, 3, 2, 2]	en: 0.71875
lts	1.6	0.66332	[1, 1, 2, 2, 1, 3, 1, 1, 2, 2]	es: 0.58984375
ly	2.6	0.91652	[2, 2, 1, 3, 4, 4, 3, 2, 2, 3]	vi: 0.6796875
ly4e	2.7	0.78102	[3, 3, 3, 2, 1, 3, 3, 4, 2, 3]	en: 0.8850599527359009
lya	3.3	0.78102	[3, 4, 4, 4, 2, 2, 3, 4, 3, 4]	ar: 0.618677020072937
lyb	3.0	0.63246	[3, 3, 4, 3, 2, 3, 2, 4, 3, 3]	cy: 1
lyl	3.1	0.7	[4, 3, 4, 3, 2, 3, 3, 2, 4, 3]	en: 1
lylab	2.7	0.78102	[3, 3, 3, 1, 3, 4, 2, 2, 3, 3]	en: 0.9433705806732178
lylas	2.6	0.8	[3, 3, 3, 1, 3, 4, 2, 2, 2, 3]	hmn: 1
lylb	1.6	1.56205	[2, 2, 3, -2, 4, 1, 3, 1, 1, 1]	en: 0.33613821864128113
m8	1.4	1.0198	[3, 0, 1, 0, 1, 3, 2, 2, 1, 1]	lv: 0.4845251441001892
mia	-1.2	0.4	[-2, -1, -1, -2, -1, -1, -1, -1, -1, -1]	it: 0.7984188795089722
mml	2.0	1.0	[1, 1, 2, 3, 3, 2, 1, 2, 4, 1]	en: 0.6796875
mofo	-2.4	2.2	[-4, -4, -4, 0, -3, -2, -2, -4, 3, -4]	pt: 0.76171875
muah	2.8	1.07703	[1, 2, 4, 4, 4, 2, 4, 2, 2, 3]	tl: 0.3818897604942322
mubar	-1.0	2.36643	[-4, -2, -3, -2, -2, -2, 1, 4, 2, -2]	ha: 1
mwah	2.5	0.80623	[2, 2, 2, 4, 2, 3, 2, 2, 4, 2]	nl: 0.5444015860557556
n1	1.9	1.04403	[1, 1, 3, 2, 2, 3, 4, 1, 1, 1]	yo: 0.4018094539642334
nbd	1.3	1.34536	[2, 1, 0, 0, 0, 4, 2, 0, 3, 1]	en: 0.890625
nbif	-0.5	0.67082	[-1, -2, 0, 0, 0, 0, -1, -1, 0, 0]	en: 0.4057188332080841
nfc	-2.7	0.9	[-3, -2, -2, -3, -1, -2, -4, -3, -4, -3]	ms: 0.6023166179656982
nfw	-2.4	1.0198	[-2, -2, -1, -3, -1, -2, -4, -3, -4, -2]	ig: 1
nh	2.2	0.6	[2, 2, 2, 2, 1, 3, 3, 3, 2, 2]	vi: 0.8677042722702026
nimby	-0.8	0.6	[0, 0, -1, 0, -1, -2, -1, -1, -1, -1]	en: 0.51171875
nimjd	-0.7	0.78102	[0, -2, -1, -2, 0, -1, 0, 0, 0, -1]	mt: 0.3725586235523224
nimq	-0.2	0.6	[0, 0, 0, 0, 0, 0, 0, 0, -2, 0]	uz: 0.5092620849609375
nimy	-1.4	1.68523	[-1, -2, -3, -2, -1, 2, -3, 0, 0, -4]	en: 1
nitl	-1.5	0.92195	[-1, -1, -2, -3, -1, -3, -1, -2, 0, -1]	en: 0.5274646878242493
nme	-2.1	1.13578	[-1, -2, -2, -1, -4, -2, -3, -3, 0, -3]	ms: 0.35433071851730347
noyb	-0.7	1.67631	[-1, -2, 0, -1, -1, -2, -2, -1, 4, -1]	hmn: 1
ntmu	1.4	0.66332	[1, 1, 0, 1, 2, 2, 2, 2, 2, 1]	ig: 0.2674074172973633
o-8	-0.5	1.5	[2, -1, 0, 0, -2, -2, 0, -2, 2, -2]	pt: 0.3968871533870697
o-:	-0.3	1.18743	[2, -1, 0, 0, -1, -2, 0, -2, 1, 0]	pt: 0.3968871533870697
o-|	-1.1	0.53852	[-1, -1, -1, 0, -1, -1, -1, -2, -2, -1]	pt: 0.3968871533870697
o.o	-0.6	0.8	[-1, -1, -2, 0, 1, 0, -1, 0, -1, -1]	el: 0.33384057879447937
o.o	-0.6	0.8	[-1, -1, -2, 0, 1, 0, -1, 0, -1, -1]	el: 0.33384057879447937
o.o	-0.6	0.8	[-1, -1, -2, 0, 1, 0, -1, 0, -1, -1]	el: 0.33384057879447937
o:	-0.2	0.87178	[-1, 0, -1, -2, 0, 1, 0, 1, 0, 0]	pt: 0.3968871533870697
o:)	1.5	0.67082	[3, 1, 1, 2, 2, 2, 1, 1, 1, 1]	pt: 0.3968871533870697
o:-)	2.0	1.18322	[1, 4, 1, 2, 4, 1, 1, 2, 3, 1]	pt: 0.3968871533870697
o:-3	2.2	0.9798	[1, 4, 2, 3, 3, 2, 1, 2, 3, 1]	pt: 0.3968871533870697
o:3	2.3	0.78102	[3, 3, 2, 2, 1, 2, 4, 2, 2, 2]	pt: 0.3968871533870697
o:<	-0.3	1.1	[-1, -1, -2, 0, -1, 0, 1, 2, 0, -1]	pt: 0.3968871533870697
o;^)	1.6	0.8	[1, 2, 1, 2, 1, 2, 2, 0, 3, 2]	pt: 0.3968871533870697
o_o	-0.5	0.92195	[0, -1, 0, -2, -2, 0, -1, 1, 0, 0]	el: 0.33384057879447937
o_o	-0.5	0.92195	[0, -1, 0, -2, -2, 0, -1, 1, 0, 0]	el: 0.33384057879447937
o_o	-0.5	0.92195	[0, -1, 0, -2, -2, 0, -1, 1, 0, 0]	el: 0.33384057879447937
pita	-2.4	1.2	[-2, -1, -1, -4, -4, -2, -4, -2, -3, -1]	hr: 0.30859375
plz	0.3	0.45826	[0, 1, 1, 1, 0, 0, 0, 0, 0, 0]	en: 0.9305019378662109
pmbi	0.8	1.32665	[3, 0, 0, 1, 1, -2, 2, 2, 0, 1]	fi: 0.2526646554470062
pmfji	0.3	0.78102	[0, 0, 1, 0, 2, -1, 0, 1, 0, 0]	ja: 0.22786393761634827
pmji	0.7	1.00499	[1, 2, 0, -1, 0, 0, 2, 2, 1, 0]	mi: 0.186738058924675
po	-2.6	0.91652	[-2, -3, -4, -3, -3, -3, -1, -3, -1, -3]	ru: 0.37890625
ptl	2.6	1.11355	[3, 4, 2, 4, 1, 2, 3, 1, 4, 2]	en: 0.6073703765869141
pu	-1.1	1.3	[-3, -1, -3, -2, -1, -1, -1, -1, 1, 1]	fr: 0.6264591813087463
qq	-2.2	0.6	[-2, -2, -1, -3, -3, -2, -2, -3, -2, -2]	fr: 0.53125
qt	1.8	0.6	[2, 2, 1, 2, 1, 3, 2, 1, 2, 2]	en: 0.66015625
r &amp; r	2.4	1.0198	[2, 4, 2, 3, 1, 4, 2, 2, 1, 3]	en: 1
rofl	2.7	0.78102	[3, 2, 2, 2, 4, 4, 2, 3, 3, 2]	hr: 0.3682170510292053
roflmao	2.5	1.11803	[4, 2, 2, 4, 1, 1, 2, 4, 3, 2]	en: 0.4755488336086273
rotfl	2.6	0.66332	[3, 2, 3, 3, 1, 3, 3, 3, 2, 3]	it: 0.9296875
rotflmao	2.8	1.07703	[4, 3, 2, 4, 1, 1, 4, 3, 3, 3]	tl: 1
rotflmfao	2.5	1.11803	[3, 4, 1, 3, 3, 3, 0, 3, 2, 3]	tl: 1
rotflol	3.0	1.09545	[1, 4, 4, 4, 2, 2, 2, 3, 4, 4]	en: 0.6830046772956848
rotgl	2.9	0.7	[4, 3, 2, 2, 3, 3, 3, 2, 4, 3]	en: 0.4599515497684479
rotglmao	1.8	2.4	[3, 3, 4, 3, -1, 1, 4, -4, 2, 3]	hi: 0.21588918566703796
s:	-1.1	0.83066	[-1, -1, -2, -2, -1, -1, -2, -1, 1, -1]	en: 0.3203125
sapfu	-1.1	1.57797	[-2, 0, -3, -1, -1, 1, -2, 2, -2, -3]	ja: 0.2921738922595978
sete	2.8	0.87178	[3, 3, 3, 2, 3, 3, 4, 4, 1, 2]	pt: 0.7890625
sfete	2.7	0.78102	[4, 3, 3, 3, 2, 4, 2, 2, 2, 2]	ht: 0.4070993959903717
sgtm	2.4	1.0198	[2, 1, 1, 2, 3, 3, 2, 2, 4, 4]	en: 0.34517166018486023
slaw	2.1	1.04403	[3, 2, 0, 2, 2, 2, 3, 1, 4, 2]	en: 1
smh	-1.3	0.64031	[-2, -1, 0, -1, -1, -2, -2, -1, -2, -1]	en: 0.98828125
snafu	-2.5	1.11803	[-3, -4, -3, -3, -1, 0, -2, -3, -3, -3]	en: 1
sob	-2.8	0.9798	[-3, -4, -3, -2, -2, -1, -2, -4, -4, -3]	pt: 0.46875
swak	2.3	1.00499	[2, 2, 2, 1, 4, 2, 3, 2, 1, 4]	af: 0.7165354490280151
tgif	2.3	1.34536	[1, 3, 3, 3, -1, 2, 4, 2, 3, 3]	en: 0.640625
thks	1.4	0.4899	[1, 2, 1, 2, 1, 2, 1, 1, 2, 1]	vi: 0.7165354490280151
tia	2.3	0.9	[3, 1, 2, 1, 4, 3, 2, 3, 2, 2]	vi: 0.42352941632270813
tmi	-0.3	1.61555	[-1, -1, 2, -1, 1, -2, -2, -1, 3, -1]	fi: 1
tnx	1.1	0.53852	[2, 1, 1, 0, 1, 1, 2, 1, 1, 1]	tl: 0.3307086229324341
tx	1.5	0.92195	[3, 2, 1, 0, 2, 1, 3, 1, 1, 1]	en: 0.7782101035118103
txs	1.1	0.7	[1, 2, 0, 1, 2, 0, 1, 2, 1, 1]	gl: 0.6117647290229797
ty	1.6	0.66332	[1, 2, 3, 1, 2, 2, 1, 2, 1, 1]	vi: 0.5
tyvm	2.5	1.11803	[2, 2, 1, 3, 1, 4, 2, 4, 2, 4]	lt: 0.7604391574859619
urw	1.9	1.13578	[1, 2, 1, 2, 4, 2, 4, 1, 1, 1]	cy: 0.6550908088684082
vbg	2.1	1.75784	[2, 3, 3, 3, 3, -3, 3, 2, 2, 3]	en: 1
vbs	3.1	0.53852	[2, 3, 3, 3, 4, 4, 3, 3, 3, 3]	tr: 0.6456693410873413
vip	2.3	1.00499	[2, 1, 1, 3, 4, 2, 2, 4, 2, 2]	vi: 0.4133858382701874
vwd	2.6	0.91652	[4, 2, 4, 2, 1, 3, 3, 2, 3, 2]	de: 0.8515625
vwp	2.1	0.7	[3, 1, 2, 2, 3, 2, 2, 3, 1, 2]	en: 0.850777804851532
wag	-0.2	0.74833	[-1, 0, 0, 0, 0, 0, -2, 1, 0, 0]	tl: 0.7587548494338989
wd	2.7	1.1	[3, 1, 4, 3, 4, 2, 1, 3, 2, 4]	en: 0.5803921818733215
wilco	0.9	0.9434	[1, 3, 1, 0, 1, 0, 2, 1, 0, 0]	en: 0.83984375
wp	1.0	0.0	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	en: 0.3667953908443451
wtf	-2.8	0.74833	[-4, -3, -2, -3, -2, -2, -2, -4, -3, -3]	en: 0.7019608020782471
wtg	2.1	0.7	[1, 3, 2, 3, 2, 2, 2, 1, 2, 3]	cy: 0.7489473223686218
wth	-2.4	0.4899	[-2, -3, -2, -3, -2, -2, -2, -3, -3, -2]	en: 0.98828125
x-d	2.7	0.78102	[1, 3, 4, 2, 3, 3, 3, 2, 3, 3]	en: 0.9882216453552246
xp	1.8	0.87178	[2, 1, 3, 1, 3, 1, 3, 1, 2, 1]	en: 0.6046510934829712
xd	2.7	0.9	[1, 4, 4, 3, 2, 2, 3, 3, 2, 3]	es: 0.2420634627342224
xlnt	3.0	0.89443	[4, 3, 3, 1, 4, 4, 3, 3, 3, 2]	en: 0.829375684261322
xoxozzz	2.3	0.78102	[3, 1, 2, 2, 2, 2, 3, 2, 4, 2]	hu: 0.17132487893104553
xp	1.2	0.4	[1, 1, 1, 1, 2, 1, 2, 1, 1, 1]	en: 0.6046510934829712
xqzt	1.6	1.42829	[0, 2, 1, 2, 4, -1, 3, 1, 1, 3]	mt: 0.5319282412528992
xtc	0.8	1.93907	[2, 0, -3, 3, 3, -1, 3, 1, -1, 1]	nl: 0.9609375
yolo	1.1	0.83066	[0, 1, 1, 2, 1, 1, 1, 3, 0, 1]	en: 0.98046875
yoyo	0.4	1.85472	[-1, 0, -1, -1, 4, 2, -2, 2, 2, -1]	vi: 0.3203125
yvw	1.6	0.4899	[1, 2, 1, 1, 2, 2, 2, 1, 2, 2]	cy: 0.5502520203590393
yw	1.8	1.32665	[1, 1, 1, 4, 1, 1, 4, 0, 3, 2]	cy: 1
ywia	2.5	1.11803	[3, 2, 3, 4, 1, 1, 1, 3, 3, 4]	cy: 0.6295108795166016
zzz	-1.2	0.87178	[0, -1, 0, -1, -3, -1, -1, -2, -2, -1]	vi: 0.6937984228134155
[-;	0.5	1.28452	[1, -1, -1, 1, 1, 1, 2, -2, 2, 1]	und: 1
[:	1.3	0.45826	[1, 1, 2, 1, 2, 2, 1, 1, 1, 1]	und: 1
[;	1.0	1.34164	[2, 1, 2, 2, 1, 2, 2, -2, -1, 1]	und: 1
[=	1.7	0.64031	[2, 2, 1, 1, 1, 2, 2, 3, 2, 1]	und: 1
\ -:	-1.0	1.18322	[-3, -1, -1, -1, -1, -1, 2, -2, -1, -1]	und: 1
\:	-1.0	0.0	[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]	und: 1
\: &lt;	-1.7	1.18743	[-1, -3, -2, -2, -3, -3, -2, -1, 1, -1]	lt: 0.94140625
\ =	-1.1	0.3	[-1, -1, -1, -1, -1, -1, -1, -2, -1, -1]	und: 1
\ ^:	-1.3	0.45826	[-1, -1, -1, -2, -1, -1, -1, -2, -2, -1]	und: 1
\o/	2.2	0.9798	[2, 1, 1, 2, 4, 2, 2, 4, 2, 2]	pt: 0.3968871533870697
\o:	-1.2	0.4	[-1, -1, -1, -1, -2, -1, -1, -2, -1, -1]	pt: 0.3968871533870697
] -:	-2.1	0.53852	[-2, -3, -3, -2, -2, -2, -1, -2, -2, -2]	und: 1
]:	-1.6	0.66332	[-1, -2, -1, -2, -3, -2, -1, -1, -1, -2]	und: 1
]: &lt;	-2.5	0.80623	[-2, -2, -2, -3, -4, -2, -2, -2, -2, -4]	lt: 0.94140625
^ &lt;_ &lt;	1.4	1.11355	[3, 1, 3, 2, 1, 1, 1, -1, 2, 1]	en: 0.9849401116371155
^urs	-2.8	0.6	[-2, -3, -3, -2, -3, -3, -2, -3, -4, -3]	ro: 0.42023345828056335
abandoner	-1.9	0.83066	[-1, -1, -3, -2, -1, -3, -1, -2, -3, -2]	es: 0.8159201145172119
abandoners	-1.9	0.83066	[-2, -3, -2, -3, -2, -1, -2, -2, 0, -2]	es: 0.6453080177307129
odrażający	-3.1	1.3	[-4, -4, -4, -2, 0, -4, -2, -3, -4, -4]	sl: 0.9857985973358154
na	0.1	0.3	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]	bg: 0.22692309319972992
bumelant	-1.1	0.53852	[-1, -1, 0, -2, -1, -1, -2, -1, -1, -1]	su: 0.9781503677368164
acceptant	1.6	0.8	[0, 1, 2, 2, 2, 1, 2, 1, 3, 2]	fr: 0.8515625
acceptation	1.3	0.78102	[0, 1, 2, 1, 1, 1, 1, 3, 2, 1]	fr: 0.98828125
acceptations	0.9	0.83066	[1, 2, 0, 2, 0, 1, 0, 2, 1, 0]	fr: 0.9609375
acquit	0.8	1.72047	[-3, 3, -1, 3, 2, 1, 1, 1, 0, 1]	fr: 0.618677020072937
actives	1.1	0.7	[2, 1, 0, 1, 1, 0, 1, 1, 2, 2]	fr: 0.4767442047595978
admirableness	2.2	0.87178	[2, 2, 3, 3, 3, 1, 3, 1, 3, 1]	es: 0.3918910026550293
admirer	1.8	0.74833	[2, 1, 1, 2, 3, 2, 3, 1, 1, 2]	fr: 0.62890625
adorableness	2.5	0.67082	[2, 3, 3, 2, 3, 2, 1, 3, 3, 3]	en: 1
adore	2.6	0.91652	[3, 3, 1, 2, 3, 3, 3, 4, 1, 3]	fr: 0.609375
adorer	1.7	1.1	[2, 4, 3, 1, 2, 1, 1, 0, 2, 1]	fr: 0.73046875
strojny	0.8	1.249	[1, 1, 0, 2, -1, 3, -1, 2, 1, 0]	sl: 0.9380751848220825
adorner	1.3	0.78102	[1, 1, 1, 2, 1, 3, 1, 2, 1, 0]	en: 1
afektowany	-0.6	1.35647	[-1, -2, 0, -2, 0, 0, 2, -2, 1, -2]	eo: 1
affections	1.5	1.11803	[-1, 3, 2, 2, 1, 1, 2, 1, 3, 1]	fr: 0.51953125
agresje	-0.5	1.43178	[-1, -2, -1, -1, -3, 0, -1, 1, 2, 1]	fy: 1
agresje	-1.3	1.48661	[-1, -2, -2, -2, -2, -3, 1, -2, 2, -2]	fy: 1
agresor	-0.8	1.32665	[-2, 0, -1, 2, -2, -2, -1, -1, -2, 1]	es: 0.7921568751335144
agresorzy	-0.9	1.13578	[-2, -2, -1, -1, -1, 1, 1, 0, -2, -2]	es: 0.8348375558853149
agitations	-1.3	1.18743	[-1, -2, -1, -3, -2, -3, 0, -1, 1, -1]	fr: 0.5703125
agitative	-1.3	1.26886	[-2, -2, -1, -2, -1, -3, 1, -2, 1, -2]	ro: 0.7214822173118591
agitato	-0.1	1.13578	[1, 2, 0, 0, 0, 0, -2, 0, -2, 0]	it: 0.98046875
agonise	-2.1	0.9434	[-3, -3, -2, -3, -1, -3, -1, -3, -1, -1]	fr: 1
agonizy	-2.4	0.91652	[-1, -4, -3, -3, -2, -2, -2, -3, -1, -3]	en: 0.41211846470832825
agonia	-1.8	1.16619	[-3, -1, -2, -4, -2, -1, 0, -3, -1, -1]	pt: 0.7908324003219604
